crime,agency,charge_description,date,address,zipcode,city,type
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),3/10/2021 16:30,9800  BLOCK AVIARY DRIVE,92131,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/12/2021 16:50,1200  BLOCK IMPERIAL AVENUE,92101,SAN DIEGO,Miscellanoues
VANDALISM,CHULA VISTA,VANDALISM ($400 OR MORE) (F),3/10/2021 16:15,1600  BLOCK BROADWAY,91911,CHULA VISTA,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/19/2021 8:47,5200  BLOCK LOGAN AVENUE,92114,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),6/16/2021 18:33,300  BLOCK 07TH STREET,91932,IMPERIAL BEACH,Miscellanoues
VANDALISM,ESCONDIDO,VANDALISM ($400 OR MORE) (F),5/6/2021 21:59,0  BLOCK STONEPOINTE DRIVE,92025,ESCONDIDO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),4/4/2021 10:00,6100  BLOCK WUNDERLIN AVENUE,92114,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),8/26/2021 8:00,200  BLOCK 47TH STREET,92102,SAN DIEGO,Miscellanoues
FRAUD,OCEANSIDE,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),3/26/2021 15:06,300  BLOCK GRANT STREET,92054,OCEANSIDE,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),4/5/2021 6:44,200 S  BLOCK RANCHO SANTA FE ROAD,92078,SAN MARCOS,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/5/2021 7:00,S 32ND STREET & HARBOR DRIVE,92136,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/21/2021 3:25,3400  BLOCK KEARNY VILLA RD PARKING GARAGE,92123,,Miscellanoues
VANDALISM,CARLSBAD,VANDALISM [$400 OR LESS] (M),4/10/2021 14:15,2700  BLOCK BERKELEY AVENUE,92010,CARLSBAD,Miscellanoues
FRAUD,SAN DIEGO,GET CREDIT/ETC OTHER'S ID (F),3/15/2021 15:00,12100  BLOCK ELEONORE COURT,92131,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),5/2/2021 1:00,8100  BLOCK AERO DRIVE,92123,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),5/29/2021 10:00,12100  BLOCK GAY RIO DRIVE,92040,LAKESIDE,Miscellanoues
FRAUD,SHERIFF,THEFT OF UTILITY SERVICES (M),5/28/2021 13:00,1600 N  BLOCK VULCAN AVENUE,92024,ENCINITAS,Miscellanoues
FRAUD,SHERIFF,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),5/30/2021 1:00,2400  BLOCK JAMACHA ROAD,92019,LA MESA UNINC,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),8/26/2021 16:31,2600  BLOCK IMPERIAL AVENUE,92102,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/30/2021 6:40,1600  BLOCK 06TH AVENUE,92101,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),3/7/2021 18:00,1200  BLOCK 09TH AVENUE,92101,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),3/19/2021 0:01,6500  BLOCK COMLY STREET,92111,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,USE ACCESS CARD ACCOUNT INFO W/O CONSENT (F),5/2/2021 14:00,1400  BLOCK GRAND AVENUE,92109,SAN DIEGO,Miscellanoues
VANDALISM,CARLSBAD,VANDALISM [$400 OR LESS] (M),5/6/2021 8:35,7600  BLOCK EL CAMINO REAL,92009,CARLSBAD,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),6/18/2021 11:58,2300  BLOCK MIDWAY DRIVE,92110,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),7/3/2021 16:30,500  BLOCK B STREET,92101,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),6/19/2021 2:18,1500  BLOCK BERKSHIRE COURT,92069,SAN MARCOS,Miscellanoues
FRAUD,SHERIFF,GRAND THEFT:MONEY/LABOR/PROPERTY (F),7/5/2021 8:00,2700  BLOCK ALPINE BOULEVARD,91901,ALPINE,Miscellanoues
FRAUD,CARLSBAD,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),4/19/2021 8:00,7000  BLOCK SNAPDRAGON DRIVE,92011,CARLSBAD,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/19/2021 22:00,8900  BLOCK LOMBARD PLACE,92122,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),6/28/2021 16:00,3300  BLOCK WITTMAN WAY,92173,SOUTH BAY,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),6/6/2021 22:44,1900  BLOCK E STREET,92102,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),4/23/2021 12:00,4900  BLOCK CATOCTIN DRIVE,92115,SAN DIEGO,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),4/29/2021 8:00,2800  BLOCK CEDAR ROAD,92056,OCEANSIDE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/15/2021 0:00,0  BLOCK GRAPE STREET,92104,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),5/12/2021 8:00,700 W  BLOCK BEECH STREET,92101,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),6/19/2021 15:00,1100  BLOCK 47TH STREET,92102,SAN DIEGO,Miscellanoues
VANDALISM,CARLSBAD,VANDALISM [$400 OR LESS] (M),3/12/2021 19:00,3900  BLOCK STELLA MARIS LANE,92008,CARLSBAD,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),3/16/2021 20:20,3800  BLOCK MARQUETTE PLACE,92106,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),7/7/2021 9:30,8600  BLOCK LYNX ROAD,92126,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/26/2021 19:15,1600  BLOCK K STREET,92101,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/14/2021 13:10,3100  BLOCK MAPLE STREET,92104,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,PERSONATE TO GET MONEY/PROP [OVER $400] (F),8/7/2021 8:00,1700  BLOCK HALLEY STREET,92154,SOUTH BAY,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),3/18/2021 23:55,400 N  BLOCK TWIN OAKS VALLEY ROAD,92069,SAN MARCOS,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/21/2021 19:59,4300  BLOCK NEWTON AVENUE,92113,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),6/25/2021 23:59,1100 W  BLOCK SAN YSIDRO BOULEVARD,92173,SOUTH BAY,Miscellanoues
FRAUD,SHERIFF,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),3/6/2021 16:00,2700  BLOCK LAKE POINTE DRIVE,91977,SPRING VALLEY,Miscellanoues
FRAUD,CARLSBAD,PERSONATE TO GET MONEY/PROP [OVER $400] (F),3/28/2021 12:00,6400  BLOCK LA GARZA COURT,92009,CARLSBAD,Miscellanoues
FRAUD,CARLSBAD,GET CREDIT/ETC OTHER'S ID (F),4/20/2021 14:03,6800  BLOCK ESTRELLA DE MAR ROAD,92009,CARLSBAD,Miscellanoues
VANDALISM,CARLSBAD,VANDALISM ($400 OR MORE) (F),5/7/2021 23:30,7700  BLOCK RANCHO SANTA FE ROAD,92009,CARLSBAD,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),6/11/2021 20:51,2900  BLOCK COMMERCIAL STREET,92113,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/11/2021 19:15,500  BLOCK SEA WORLD DRIVE,92109,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),5/26/2021 0:49,500  BLOCK B STREET,92101,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/26/2021 21:00,1500  BLOCK ISLAND AVENUE,92101,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),6/19/2021 18:11,2200  BLOCK RIDGE VIEW DRIVE,92105,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),6/12/2021 23:28,600  BLOCK 05TH AVENUE,92101,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,PERSONATE TO GET MONEY/PROP [OVER $400] (F),7/1/2021 8:00,3300  BLOCK DEHESA ROAD,92019,JAMUL,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/17/2021 9:00,6700  BLOCK FLANDERS DRIVE,92121,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/1/2021 0:01,3800  BLOCK 46TH STREET,92105,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,PERSONATE TO GET MONEY/PROP [OVER $400] (F),6/2/2021 12:00,7500  BLOCK PRAIRIE MOUND WAY,92139,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),5/3/2021 12:00,1200  BLOCK LEAF TERRACE,92114,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,PERSONATE TO GET MONEY/PROP [OVER $400] (F),4/30/2021 12:30,1900  BLOCK CABLE STREET,92107,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/4/2021 22:00,4400  BLOCK ESTRELLA AVENUE,92115,SAN DIEGO,Miscellanoues
VANDALISM,CARLSBAD,VANDALISM [$400 OR LESS] (M),4/14/2021 15:24,3000  BLOCK CAMINO SERBAL,92009,CARLSBAD,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/6/2021 20:25,9000  BLOCK JUDICIAL DRIVE,92122,SAN DIEGO,Miscellanoues
FRAUD,LA MESA,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),4/4/2021 0:01,5100  BLOCK WILSON STREET,91942,LA MESA,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/27/2021 0:01,DAWES STREET & OPAL STREET,92109,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/9/2021 21:00,6000  BLOCK EL CAJON BOULEVARD,92115,SAN DIEGO,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),4/3/2021 17:15,COLLEGE BOULEVARD & NORTH RIVER ROAD,92057,OCEANSIDE,Miscellanoues
FRAUD,SAN DIEGO,GET CREDIT/ETC OTHER'S ID (F),3/23/2021 12:00,12700  BLOCK TEXANA STREET,92129,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),7/21/2021 15:16,6200  BLOCK MADELINE STREET,92115,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/22/2021 15:00,700  BLOCK 61ST STREET,92114,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),3/28/2021 20:24,1900  BLOCK FLORIDA COURT,92104,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),4/19/2021 14:37,3400  BLOCK MAIN STREET,91945,LEMON GROVE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),8/21/2021 1:15,1500  BLOCK F STREET,92101,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),5/13/2021 11:45,2400  BLOCK ISLAND AVENUE,92102,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),5/17/2021 8:00,9100  BLOCK VILLAGE GLEN DRIVE,92123,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,OBTAIN MONEY/ETC BY FALSE PRETENSES [$950 OR LESS] (M),4/26/2021 13:00,1100  BLOCK 06TH AVENUE,92101,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),7/6/2021 12:00,7700  BLOCK MARGERUM AVENUE,92120,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),5/26/2021 23:07,300  BLOCK BUENA CREEK ROAD,92069,SAN MARCOS UNIN,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/10/2021 5:00,6800  BLOCK EL CAJON BOULEVARD,92115,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,OBTAIN MONEY/ETC BY FALSE PRETENSES [$950 OR LESS] (M),7/23/2021 8:00,2500  BLOCK B STREET,92102,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),8/23/2021 12:00,2000  BLOCK CAMINO DEL ESTE,92108,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),6/20/2021 8:00,4300  BLOCK ROBBINS STREET,92122,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),4/7/2021 18:30,9200  BLOCK DULENE DRIVE,92040,LAKESIDE,Miscellanoues
FRAUD,SAN DIEGO,POSSESS PERSONAL IDENTIFYING INFO WITH INTENT TO DEFRAUD (M),3/27/2021 12:00,1400  BLOCK 04TH AVENUE,92101,SAN DIEGO,Miscellanoues
VANDALISM,CARLSBAD,VANDALISM ($400 OR MORE) (F),5/15/2021 18:30,5800  BLOCK OWENS AVENUE,92008,CARLSBAD,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/18/2021 12:05,3100  BLOCK IRIS AVENUE,92154,SOUTH BAY,Miscellanoues
FRAUD,SAN DIEGO,COMMIT MAIL THEFT (M),5/21/2021 10:16,5100  BLOCK LEO STREET,92115,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/23/2021 18:00,900  BLOCK THOMAS AVENUE,92109,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,GET CREDIT/ETC OTHER'S ID (F),7/12/2021 13:00,5400  BLOCK MANTUA COURT,92124,SAN DIEGO,Miscellanoues
FRAUD,HARBOR POLICE,POSSESS PERSONAL IDENTIFYING INFO WITH INTENT TO DEFRAUD (M),7/4/2021 10:18,2000  BLOCK SHELTER ISLAND DRIVE,92106,SAN DIEGO,Miscellanoues
FRAUD,OCEANSIDE,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),4/1/2021 20:25,300  BLOCK LOS ARBOLITOS BOULEVARD,92058,OCEANSIDE,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),4/22/2021 16:00,600  BLOCK ARTHUR AVENUE,92057,OCEANSIDE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/6/2021 15:55,14100  BLOCK CAMINITO QUEVEDO,92129,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,PERSONATE TO GET MONEY/PROP [$400 OR LESS] (M),7/28/2021 12:00,3000  BLOCK 30TH STREET,92104,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,GET CREDIT/ETC OTHER'S ID (F),3/18/2021 0:01,11100  BLOCK MORNING CREEK DRIVE,92128,,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),6/27/2021 8:00,6000  BLOCK THORN STREET,92115,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),6/30/2021 8:00,7400  BLOCK HIGH AVENUE,92037,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),6/28/2021 12:00,5900  BLOCK VISTA SANTA CATARINA,92154,SOUTH BAY,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),5/24/2021 16:00,9800  BLOCK PACIFIC HEIGHTS BOULEVARD,92121,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/17/2021 13:20,1400  BLOCK GRANADA AVENUE,92102,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),6/16/2021 17:30,2600  BLOCK HISTORIC DECATUR ROAD,92106,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/2/2021 10:00,1900  BLOCK E STREET,92102,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/3/2021 12:30,3700  BLOCK ROSECRANS STREET,92110,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/2/2021 20:00,2000  BLOCK CAMINO DE LA REINA,92108,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),7/30/2021 1:38,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Miscellanoues
VANDALISM,CARLSBAD,VANDALISM ($400 OR MORE) (F),7/2/2021 13:45,2200  BLOCK FARADAY AVENUE,92008,CARLSBAD,Miscellanoues
FRAUD,SHERIFF,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),7/14/2021 6:00,11100  BLOCK PALA ROAD,92059,PALA,Miscellanoues
FRAUD,SAN DIEGO,PERSONATE TO GET MONEY/PROP [OVER $400] (F),8/4/2021 12:00,1300  BLOCK CAMINITO GABALDON,92108,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),7/21/2021 8:30,2800  BLOCK CRANE STREET,91945,LEMON GROVE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/27/2021 9:50,6000  BLOCK EL CAJON BOULEVARD,92115,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),5/20/2021 21:00,9800  BLOCK REAGAN ROAD,92126,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),5/23/2021 12:00,700  BLOCK CAMINO DE LA REINA,92108,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),5/13/2021 17:00,3000  BLOCK 54TH STREET,92105,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,GET CREDIT/ETC OTHER'S ID (F),4/20/2021 6:00,18200  BLOCK HIGH MESA COURT,92127,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/12/2021 0:11,100  BLOCK 06TH AVENUE,92101,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,GET CREDIT/ETC OTHER'S ID (F),5/22/2021 23:00,4600  BLOCK MISSION BOULEVARD,92109,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),3/29/2021 10:26,2400  BLOCK NIGHT STAR COURT,91901,ALPINE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),7/1/2021 22:40,2800  BLOCK FAIRMOUNT AVENUE,92105,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),7/7/2021 19:47,1700  BLOCK ELFIN FOREST ROAD,92078,SAN MARCOS,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),7/9/2021 3:20,5400  BLOCK LINDA VISTA ROAD,92110,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),5/30/2021 11:00,500  BLOCK RUSH DRIVE,92078,SAN MARCOS,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),6/28/2021 12:00,4400  BLOCK IDAHO STREET,92116,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),3/6/2021 21:00,600  BLOCK SPIRES STREET,92083,VISTA,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM [$400 OR LESS] (M),8/23/2021 22:00,E 01ST STREET & ALBERTA COURT,91950,NATIONAL CITY,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM [$400 OR LESS] (M),8/23/2021 22:00,E 01ST STREET & ALBERTA COURT,91950,NATIONAL CITY,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/14/2021 16:05,2500  BLOCK COMMERCIAL STREET,92113,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,POSSESS PERSONAL IDENTIFYING INFO WITH INTENT TO DEFRAUD (M),5/24/2021 12:00,200  BLOCK COAST BOULEVARD,92037,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,FRAUDULENT POSSESS/USE SCANNING DEVICE (M),7/23/2021 14:00,16900  BLOCK WEST BERNARDO DRIVE,92127,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/1/2021 5:45,300 S  BLOCK MEADOWBROOK DRIVE,92114,SAN DIEGO,Miscellanoues
FRAUD,CARLSBAD,CONVEY/SELL/ETC PERSONAL ID INFO WITH INTENT TO DEFRAUD (F),4/1/2021 8:35,1400  BLOCK SAPPHIRE DRIVE,92011,CARLSBAD,Miscellanoues
FRAUD,SHERIFF,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),3/14/2021 12:52,600 S  BLOCK RANCHO SANTA FE ROAD,92078,SAN MARCOS,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/14/2021 8:17,GLENROY STREET & PRINCESS VIEW DRIVE,92120,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/14/2021 10:44,300  BLOCK 07TH AVENUE,92101,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,GET CREDIT/ETC OTHER'S ID (F),4/1/2021 7:46,6800  BLOCK POTOMAC STREET,92139,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/7/2021 1:00,0  BLOCK VIA MALLORCA,92037,,Miscellanoues
FRAUD,SAN DIEGO,GET CREDIT/ETC OTHER'S ID (F),7/1/2021 12:00,2700  BLOCK KANDACE WAY,92105,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,GET CREDIT/ETC OTHER'S ID (F),5/19/2021 18:50,7900  BLOCK GAYLEN ROAD,92126,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),8/18/2021 16:09,2200  BLOCK CITRUS(SB) (SB) AVENUE,92154,,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/6/2021 19:00,700 E  BLOCK SAN YSIDRO(SB) (SB) BOULEVARD,92173,,Miscellanoues
VANDALISM,CARLSBAD,VANDALISM [$400 OR LESS] (M),4/11/2021 12:00,CALLE BARCELONA & EL CAMINO REAL,,CARLSBAD,Miscellanoues
FRAUD,SAN DIEGO,FRAUDULENT POSSESS/USE SCANNING DEVICE (M),5/20/2021 13:30,200 E  BLOCK SAN YSIDRO BOULEVARD,92173,SOUTH BAY,Miscellanoues
FRAUD,HARBOR POLICE,USE OTHERS ID WITH INTENT DEFRAUD:WITH PRIOR CONVICTION (F),4/7/2021 23:17,3400  BLOCK NORTH HARBOR DRIVE,92101,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/6/2021 4:45,4800  BLOCK ROLANDO COURT,92115,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),4/1/2021 10:50,8200  BLOCK MOUNT VERNON STREET,91945,LEMON GROVE,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),4/2/2021 12:00,2900  BLOCK PINE GROVE COURT,91978,SPRING VALLEY,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),3/12/2021 17:00,8700  BLOCK TROY STREET,91977,SPRING VALLEY,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/15/2021 3:30,2200  BLOCK JULIAN AVENUE,92113,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,POSSESS PERSONAL IDENTIFYING INFO WITH INTENT TO DEFRAUD (M),6/17/2021 12:00,8100  BLOCK CAMINITO MALLORCA,92037,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,FRAUDULENT POSSESS/USE SCANNING DEVICE (M),5/22/2021 9:30,6800  BLOCK EL CAJON BOULEVARD,92115,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,GET CREDIT/ETC OTHER'S ID (F),6/23/2021 11:00,11300  BLOCK PORTOBELO DRIVE,92124,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),3/12/2021 12:00,3700  BLOCK TEXAS STREET,92104,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/26/2021 20:36,700 E  BLOCK SAN YSIDRO(SB) (SB) BOULEVARD,92173,,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/26/2021 5:20,4200  BLOCK ILLINOIS STREET,92104,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,KNOWINGLY USE PERSONAL IDENTIFYING INFO TO COMMIT A VIOLATION (F),6/30/2021 21:04,4000  BLOCK 36TH STREET,92104,SAN DIEGO,Miscellanoues
