crime,agency,charge_description,date,address,zipcode,city,type
BURGLARY,OCEANSIDE,BURGLARY (COMMERCIAL) (F),5/22/2021 12:00,4500  BLOCK OCEANSIDE BOULEVARD,92056,OCEANSIDE,Theft
SEX CRIMES,EL CAJON,RAPE BY FORCE/FEAR (F),5/30/2021 23:00,0  BLOCK UNKNOWN LOCATION,92020,,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),6/15/2021 12:00,1100  BLOCK CAPRA WAY,92028,FALLBROOK,Theft
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),6/23/2021 16:00,300  BLOCK L STREET,91911,CHULA VISTA,Theft
WEAPONS,ESCONDIDO,ILL USE OF TEAR GAS/TEAR GAS WEAPON (M),7/15/2021 15:28,900 N  BLOCK QUINCE STREET,92025,ESCONDIDO,Violent
SEX CRIMES,SHERIFF,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),7/20/2021 10:00,300  BLOCK C ST SAN DIEGO CA,92101,UNKNOWN,Violent
SEX CRIMES,SAN DIEGO,TOUCH PERSON INTIMATELY AGAINST WILL FOR SEXUAL AROUSAL/ETC (M),6/18/2021 19:00,6500  BLOCK AMBROSIA DRIVE,92124,SAN DIEGO,Violent
BURGLARY,ESCONDIDO,BURGLARY (COMMERCIAL) (F),7/20/2021 2:45,1500 E  BLOCK VALLEY PARKWAY,92027,ESCONDIDO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),8/12/2021 4:45,1413 & MORENA BOULEVARD,92110,,Theft
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),4/8/2021 0:08,3200  BLOCK MAIN STREET,91911,CHULA VISTA,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/31/2021 5:01,300  BLOCK 47TH STREET,92102,SAN DIEGO,Theft
BURGLARY,EL CAJON,BURGLARY (RESIDENTIAL) (F),7/14/2021 12:30,1100  BLOCK LOMA PORTAL DRIVE,92020,EL CAJON,Theft
SEX CRIMES,SAN DIEGO,INDECENT EXPOSURE (M),6/24/2021 6:30,8100  BLOCK MIRA MESA BOULEVARD,92126,SAN DIEGO,Violent
WEAPONS,SHERIFF,CARRY CONCEALED DIRK OR DAGGER (F),8/10/2021 22:30,5200 S  BLOCK MISSION ROAD,92003,FALLBROOK,Violent
WEAPONS,SAN DIEGO,REMOVE/ALTER/ETC SERIAL NUMBER/ID MARK ON TEAR GAS WEAPON (M),5/20/2021 9:38,1900  BLOCK PALM AVENUE,92154,SOUTH BAY,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/28/2021 9:40,4300  BLOCK MISSISSIPPI STREET,92104,SAN DIEGO,Theft
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),4/10/2021 18:30,800 E  BLOCK PALOMAR STREET,91911,CHULA VISTA,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),8/24/2021 17:00,1800  BLOCK 04TH AVENUE,92101,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),8/29/2021 1:16,4300  BLOCK HOME AVENUE,92105,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/8/2021 19:15,1000  BLOCK SCOTT STREET,92106,SAN DIEGO,Theft
SEX CRIMES,EL CAJON,SEXUAL BATTERY (F),5/15/2021 9:30,1600  BLOCK LILY AVENUE,92021,EL CAJON,Violent
BURGLARY,EL CAJON,BURGLARY (RESIDENTIAL) (F),7/31/2021 22:00,1000  BLOCK FERNVIEW STREET,92020,EL CAJON,Theft
WEAPONS,SHERIFF,CARRY CONCEALED DIRK OR DAGGER (F),4/24/2021 1:42,10100  BLOCK MAINE AVENUE,92040,LAKESIDE,Violent
BURGLARY,NATIONAL CITY,BURGLARY (RESIDENTIAL) (F),4/13/2021 20:20,500  BLOCK E AVENUE,91950,NATIONAL CITY,Theft
WEAPONS,HARBOR POLICE,POS IN AIRPORT:FIREARM (M),3/18/2021 20:38,3600  BLOCK NORTH HARBOR DRIVE,92101,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/23/2021 16:30,11800  BLOCK STONEY PEAK DRIVE,92128,SAN DIEGO,Theft
WEAPONS,EL CAJON,CARRY CONCEALED DIRK OR DAGGER (F),5/4/2021 21:51,700  BLOCK EL CAJON BOULEVARD,92020,EL CAJON,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/23/2021 12:00,200  BLOCK PARK BOULEVARD,92101,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/12/2021 12:18,3800  BLOCK VISTA GRANDE DRIVE,92115,SAN DIEGO,Theft
BURGLARY,NATIONAL CITY,BURGLARY (COMMERCIAL) (F),5/14/2021 22:30,2400 E  BLOCK 08TH STREET,91950,NATIONAL CITY,Theft
SEX CRIMES,CARLSBAD,RAPE BY FORCE/FEAR (F),4/16/2021 11:59,3600  BLOCK JETTY POINT,92010,CARLSBAD,Violent
BURGLARY,CHULA VISTA,BURGLARY (RESIDENTIAL) (F),7/16/2021 8:44,1500  BLOCK YANONALI AVENUE,91913,CHULA VISTA,Theft
SEX CRIMES,EL CAJON,LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS (F),7/18/2021 12:00,300  BLOCK SHADY LANE,92021,EL CAJON,Violent
BURGLARY,EL CAJON,BURGLARY (COMMERCIAL) (F),5/31/2021 8:03,1100  BLOCK GRAVES AVENUE,92021,EL CAJON,Theft
WEAPONS,SHERIFF,CARRY CONCEALED DIRK OR DAGGER (F),3/5/2021 19:36,0  BLOCK TOWN CENTER PARKWAY,92071,SANTEE,Violent
BURGLARY,EL CAJON,BURGLARY (RESIDENTIAL) (F),8/2/2021 1:18,700  BLOCK COLDSTREAM DRIVE,92020,EL CAJON,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/30/2021 16:00,7700  BLOCK MARGERUM AVENUE,92120,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/22/2021 6:05,500  BLOCK 06TH AVENUE,92101,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),5/4/2021 15:55,600  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),6/18/2021 14:00,26800  BLOCK OLD HIGHWAY,91931,PINE VALLEY,Theft
BURGLARY,OCEANSIDE,BURGLARY (RESIDENTIAL) (F),6/17/2021 21:00,0  BLOCK LYNN LANE,92058,OCEANSIDE,Theft
BURGLARY,ESCONDIDO,BURGLARY (COMMERCIAL) (F),6/27/2021 3:00,600  BLOCK ROCK SPRINGS ROAD,92025,ESCONDIDO,Theft
SEX CRIMES,ESCONDIDO,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),3/23/2021 9:55,1100 N  BLOCK CENTRE CITY PARKWAY,92026,ESCONDIDO,Violent
WEAPONS,SAN DIEGO,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),5/4/2021 16:05,800  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),5/4/2021 16:00,800  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
BURGLARY,OCEANSIDE,BURGLARY (RESIDENTIAL) (F),5/29/2021 15:00,4800  BLOCK FRAZEE ROAD,92057,OCEANSIDE,Theft
SEX CRIMES,CHULA VISTA,INDECENT EXPOSURE (M),6/21/2021 11:00,300 E  BLOCK H STREET,91910,CHULA VISTA,Violent
BURGLARY,OCEANSIDE,BURGLARY (RESIDENTIAL) (F),6/25/2021 2:00,100  BLOCK WARNER STREET,92058,OCEANSIDE,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/22/2021 15:00,1300  BLOCK FELTON STREET,92102,SAN DIEGO,Theft
SEX CRIMES,CHULA VISTA,SEXUAL BATTERY (M),5/7/2021 20:10,200 E  BLOCK ORANGE AVENUE,91911,CHULA VISTA,Violent
SEX CRIMES,SHERIFF,INDECENT EXPOSURE (M),3/21/2021 10:00,1200  BLOCK LOS VALLECITOS BOULEVARD,92069,SAN MARCOS,Violent
BURGLARY,OCEANSIDE,BURGLARY (RESIDENTIAL) (F),4/26/2021 12:00,300  BLOCK CANYONSIDE WAY,92058,OCEANSIDE,Theft
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),3/11/2021 12:00,6200  BLOCK CORTE DEL ABETO,92011,CARLSBAD,Theft
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),4/14/2021 22:00,1800  BLOCK MARRON ROAD,92008,CARLSBAD,Theft
SEX CRIMES,SAN DIEGO,SEXUAL BATTERY (F),6/1/2021 18:30,3900  BLOCK CONVOY STREET,92111,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,INDECENT EXPOSURE (M),6/5/2021 11:20,1200  BLOCK CAMINITO SEPTIMO,92007,ENCINITAS,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/29/2021 2:59,9200  BLOCK DOWDY DRIVE,92126,SAN DIEGO,Theft
SEX CRIMES,ESCONDIDO,TRANSIENT FAIL 30 DAY UPDATE OF REGISTRATION (M),5/20/2021 11:02,1200 E  BLOCK VALLEY PARKWAY,92027,ESCONDIDO,Violent
SEX CRIMES,OCEANSIDE,RAPE OF DRUGGED VIC (F),6/19/2021 19:00,500  BLOCK LOS ARBOLITOS BOULEVARD,92058,OCEANSIDE,Violent
SEX CRIMES,SAN DIEGO,RAPE:VICTIM WAS UNCONSCIOUS OR ASLEEP (F),6/6/2021 21:50,200 W  BLOCK ARBOR DRIVE,92103,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/20/2021 10:00,1300  BLOCK GRAND AVENUE,92109,SAN DIEGO,Theft
SEX CRIMES,OCEANSIDE,SEXUAL PENETRATION W/FORCE/FEAR/ETC (F),5/7/2021 1:30,2000 S  BLOCK TREMONT STREET,92054,OCEANSIDE,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),8/1/2021 2:00,2800  BLOCK DALE STREET,92104,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/24/2021 13:15,5000  BLOCK SEA MIST COURT,92121,SAN DIEGO,Theft
WEAPONS,ESCONDIDO,CARRY CONCEALED WEAPON ON PERSON (M),6/17/2021 11:55,600 N  BLOCK QUINCE STREET,92025,ESCONDIDO,Violent
SEX CRIMES,SAN DIEGO,SODOMY BY FORCE/VIOLENT/FEAR (F),4/16/2021 23:15,1900  BLOCK KETTNER BOULEVARD,92101,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/20/2021 19:30,5500  BLOCK COPLEY DRIVE,92111,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/2/2021 14:02,800  BLOCK PARK BOULEVARD,92101,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/30/2021 17:00,16300  BLOCK WEST BERNARDO DRIVE,92127,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/23/2021 10:00,3900  BLOCK MURPHY CANYON ROAD,92123,SAN DIEGO,Theft
SEX CRIMES,OCEANSIDE,RAPE:VIC INCAPABLE OF GIVING CONSENT (F),3/20/2021 22:30,200  BLOCK BRISAS COURT,92058,OCEANSIDE,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/16/2021 15:00,1300  BLOCK MORENA BOULEVARD,92110,SAN DIEGO,Theft
ARSON,OCEANSIDE,ARSON:PROP (F),6/18/2021 2:09,2300  BLOCK GOAT HILL DRIVE,92054,OCEANSIDE,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/23/2021 2:43,5900  BLOCK EL CAJON BOULEVARD,92115,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (SHOPLIFTING) (F),6/22/2021 2:58,11400  BLOCK CARMEL MOUNTAIN ROAD,92128,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,RAPE BY FORCE/FEAR (F),4/27/2021 12:00,3300  BLOCK ROSECRANS STREET,92110,SAN DIEGO,Violent
SEX CRIMES,ESCONDIDO,LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS (F),4/14/2021 9:50,100  BLOCK GREEN AVENUE,92025,ESCONDIDO,Violent
BURGLARY,EL CAJON,BURGLARY (RESIDENTIAL) (F),8/1/2021 23:00,800  BLOCK LADYSMITH DRIVE,92020,EL CAJON,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),7/3/2021 17:00,700  BLOCK SANTA FLORENCIA,92075,SOLANA BEACH,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/2/2021 22:00,6600  BLOCK MISSION GORGE ROAD,92120,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/21/2021 10:43,3200  BLOCK SEDERSTROM WAY,92123,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/30/2021 14:07,8700  BLOCK BROADWAY,91941,SPRING VALLEY,Theft
BURGLARY,EL CAJON,BURGLARY (COMMERCIAL) (F),8/14/2021 21:00,2200  BLOCK FLETCHER PARKWAY,92020,EL CAJON,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/25/2021 18:00,1300  BLOCK DEBENMARK PLACE,92154,SOUTH BAY,Theft
BURGLARY,OCEANSIDE,BURGLARY (RESIDENTIAL) (F),5/27/2021 7:46,3900  BLOCK BAJA VISTA DRIVE,92058,OCEANSIDE,Theft
SEX CRIMES,SAN DIEGO,INDECENT EXPOSURE (M),4/23/2021 7:00,6600  BLOCK AVENIDA MIROLA,92037,SAN DIEGO,Violent
SEX CRIMES,EL CAJON,RAPE:VICTIM WAS UNCONSCIOUS OR ASLEEP (F),6/2/2021 2:00,400  BLOCK BALLANTYNE STREET,92020,EL CAJON,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/28/2021 4:03,3200  BLOCK OCEAN FRONT WALK,92109,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/29/2021 22:00,3000  BLOCK FELTON STREET,92104,SAN DIEGO,Theft
BURGLARY,OCEANSIDE,BURGLARY (COMMERCIAL) (F),7/4/2021 21:00,600  BLOCK EL CAMINO REAL,92057,OCEANSIDE,Theft
SEX CRIMES,OCEANSIDE,INDECENT EXPOSURE (M),8/10/2021 21:22,3800  BLOCK MESA DRIVE,92056,OCEANSIDE,Violent
BURGLARY,EL CAJON,BURGLARY (RESIDENTIAL) (F),3/16/2021 6:00,900  BLOCK PEACH AVENUE,92021,EL CAJON,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/26/2021 22:00,4400  BLOCK TWAIN AVENUE,92120,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),8/9/2021 0:30,4600  BLOCK WARING ROAD,92120,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),8/7/2021 14:00,900  BLOCK SHERMAN STREET,92110,SAN DIEGO,Violent
BURGLARY,ESCONDIDO,BURGLARY (RESIDENTIAL) (F),7/5/2021 12:00,600 N  BLOCK CENTRE CITY PARKWAY,92025,ESCONDIDO,Theft
BURGLARY,NATIONAL CITY,BURGLARY (COMMERCIAL) (F),3/27/2021 20:15,3000  BLOCK PLAZA BONITA ROAD,91950,NATIONAL CITY,Theft
WEAPONS,CHULA VISTA,MANUFACTURE/ASSEMBLE FIREARM - PROVIDE SERIAL NUMBER (M),3/11/2021 12:00,500  BLOCK OXFORD STREET,91911,CHULA VISTA,Violent
SEX CRIMES,CHULA VISTA,SEXUAL BATTERY (M),3/22/2021 19:15,200 E  BLOCK ORANGE AVENUE,91911,CHULA VISTA,Violent
WEAPONS,NATIONAL CITY,CARRY CONCEALED WEAPON IN VEHICLE:OCCUPANT (F),5/5/2021 2:29,800 E  BLOCK 30TH STREET,91950,NATIONAL CITY,Violent
SEX CRIMES,OCEANSIDE,DISORD CONDUCT:SOLICIT LEWD ACT (M),6/18/2021 6:47,100 S  BLOCK TREMONT STREET,92054,OCEANSIDE,Violent
SEX CRIMES,NATIONAL CITY,TRANSIENT FAIL 30 DAY UPDATE OF REGISTRATION (M),8/2/2021 14:56,1200  BLOCK NATIONAL CITY BOULEVARD,91950,NATIONAL CITY,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED WEAPON IN VEHICLE (F),8/8/2021 19:24,1600  BLOCK SKYLINE DRIVE,91945,LEMON GROVE,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/14/2021 20:00,8800  BLOCK MIRAMAR ROAD,92126,SAN DIEGO,Theft
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),6/18/2021 18:30,200  BLOCK ASH AVENUE,91910,CHULA VISTA,Theft
WEAPONS,SAN DIEGO,CARRY CONCEALED WEAPON ON PERSON (M),4/7/2021 19:10,800  BLOCK WEST MISSION BAY DRIVE,92109,SAN DIEGO,Violent
HOMICIDE,LA MESA,MURDER (F),4/24/2021 0:26,4300  BLOCK ECHO COURT,91941,LA MESA,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED WEAPON IN VEHICLE (M),7/8/2021 19:37,13TH STREET & K STREET,,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/26/2021 20:00,3700  BLOCK RICHMOND STREET,92103,SAN DIEGO,Theft
SEX CRIMES,HARBOR POLICE,POSSESS/ETC OBSCENE MATTER OF MINOR IN SEXUAL ACT (F),7/11/2021 10:29,900  BLOCK NORTH HARBOR DRIVE,92101,SAN DIEGO,Violent
WEAPONS,HARBOR POLICE,CARRY CONCEALED WEAPON ON PERSON (M),3/26/2021 15:36,3700  BLOCK NORTH HARBOR DRIVE,92101,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,LEWD AND LASCIVIOUS ACT ON DEP ADULT W/FORCE/ETC:BY CARETAKER (F),6/25/2021 15:12,700 W  BLOCK G STREET,92101,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/15/2021 0:01,1900  BLOCK HYPATIA WAY,92037,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,FELON POSSESS/BUY/USE STUN GUN (M),6/21/2021 22:16,1400  BLOCK VACATION ROAD,92109,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,FELON POSSESS/BUY/USE STUN GUN (M),7/7/2021 0:43,S 40TH STREET & IMPERIAL AVENUE,92102,SAN DIEGO,Violent
HOMICIDE,CARLSBAD,MURDER (F),7/31/2021 23:06,3300  BLOCK EUREKA PLACE,92008,CARLSBAD,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/11/2021 9:00,8500  BLOCK ATLAS VIEW DRIVE,92071,SANTEE,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/22/2021 17:30,4300  BLOCK HOLLY LANE,92003,BONSALL,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),4/18/2021 23:00,100  BLOCK HILLCREST DRIVE,92024,ENCINITAS,Theft
BURGLARY,LA MESA,BURGLARY (COMMERCIAL) (F),4/13/2021 2:36,7900  BLOCK LA MESA BOULEVARD,91941,LA MESA,Theft
SEX CRIMES,SHERIFF,INDECENT EXPOSURE (M),4/2/2021 15:56,13500  BLOCK COMMUNITY ROAD,92064,POWAY,Violent
BURGLARY,ESCONDIDO,BURGLARY (COMMERCIAL) (F),3/28/2021 2:01,1100 E  BLOCK VALLEY PARKWAY,92025,ESCONDIDO,Theft
WEAPONS,SHERIFF,CARRY CONCEALED DIRK OR DAGGER (F),6/30/2021 10:25,900  BLOCK BARHAM DRIVE,92078,SAN MARCOS,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/22/2021 18:00,4600  BLOCK ALVARADO CANYON ROAD,92120,SAN DIEGO,Theft
WEAPONS,OCEANSIDE,PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC (F),7/26/2021 21:04,FIRESIDE STREET & HERITAGE STREET,92058,OCEANSIDE,Violent
SEX CRIMES,SAN DIEGO,ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),4/6/2021 12:00,9400  BLOCK RUFFIN COURT,92123,SAN DIEGO,Violent
SEX CRIMES,OCEANSIDE,RAPE BY FORCE/FEAR (F),7/1/2021 8:00,0  BLOCK UNKNOWN,92058,,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/31/2021 18:00,700  BLOCK BREEZE HILL ROAD,92081,VISTA,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/31/2021 15:00,1800  BLOCK THIBODO ROAD,92081,VISTA,Theft
BURGLARY,OCEANSIDE,BURGLARY (COMMERCIAL) (F),4/7/2021 1:34,300 N  BLOCK HORNE STREET,92054,OCEANSIDE,Theft
WEAPONS,SHERIFF,FELON POSSESS/BUY/USE STUN GUN (M),4/2/2021 14:30,9300  BLOCK CARLTON OAKS DRIVE,92071,SANTEE,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED WEAPON WHILE ACTIVE IN CRIMINAL STREET GANG (F),6/9/2021 1:50,400  BLOCK 47TH STREET,92102,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/6/2021 13:00,5800  BLOCK OBERLIN DRIVE,92121,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/10/2021 22:51,1800  BLOCK SEFTON PLACE,92107,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),3/27/2021 23:46,500  BLOCK E STREET,92101,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES (M),4/27/2021 13:00,100  BLOCK VIA DE SAN YSIDRO,92173,SOUTH BAY,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/27/2021 16:26,2400  BLOCK 52ND STREET,92105,SAN DIEGO,Theft
BURGLARY,NATIONAL CITY,BURGLARY (COMMERCIAL) (F),4/16/2021 15:57,400 W  BLOCK 30TH STREET,91950,NATIONAL CITY,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),3/19/2021 0:58,2900  BLOCK MIDWAY DRIVE,92110,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/10/2021 11:37,5400  BLOCK IMPERIAL AVENUE,92114,SAN DIEGO,Theft
BURGLARY,CORONADO,Burglary:second Degree,6/10/2021 14:04,1300  BLOCK ORANGE AVENUE,92118,CORONADO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/4/2021 15:00,36600  BLOCK STATE ROUTE,91906,BOULEVARD,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/29/2021 23:13,1100  BLOCK ROSECRANS STREET,92106,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - SEX FOR COMPENSATION (M),3/26/2021 20:37,3700  BLOCK 06TH AVENUE,92103,SAN DIEGO,Violent
WEAPONS,SHERIFF,CARRY SWITCHBLADE KNIFE ON PERSON (M),6/3/2021 8:45,STATE ROUT & SUNRISE HIGHWAY,92036,JULIAN,Violent
BURGLARY,ESCONDIDO,BURGLARY (RESIDENTIAL) (F),4/30/2021 18:30,1300  BLOCK BOYLE AVENUE,92027,ESCONDIDO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/13/2021 8:00,3300  BLOCK AVENIDA DE PORTUGAL,92106,SAN DIEGO,Theft
BURGLARY,CARLSBAD,BURGLARY (RESIDENTIAL) (F),7/27/2021 20:38,7200  BLOCK PASEO CAPUCHINA,92009,CARLSBAD,Theft
WEAPONS,EL CAJON,CARRY CONCEALED WEAPON IN VEHICLE (F),6/25/2021 8:30,3800  BLOCK AVOCADO,92019,,Violent
HOMICIDE,ESCONDIDO,JUSTIFIABLE HOMICIDE BY PEACE OFFICER (N),4/21/2021 7:12,100 S  BLOCK BROADWAY,92025,ESCONDIDO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/16/2021 21:00,4500  BLOCK 52ND STREET,92115,SAN DIEGO,Theft
BURGLARY,OCEANSIDE,BURGLARY (RESIDENTIAL) (F),6/19/2021 0:01,3200  BLOCK ROBERTA LANE,92054,OCEANSIDE,Theft
ARSON,OCEANSIDE,ARSON:PROP (F),5/28/2021 2:46,100  BLOCK TYSON STREET,92054,OCEANSIDE,Violent
BURGLARY,CORONADO,Burglary:second Degree,6/11/2021 10:33,1300  BLOCK ORANGE AVENUE,92118,CORONADO,Theft
SEX CRIMES,CORONADO,Sexual Battery For Arousal/Abuse,6/11/2021 12:24,1000  BLOCK 02ND STREET,92118,CORONADO,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),7/12/2021 5:24,100 W  BLOCK CALIFORNIA AVENUE,92083,VISTA,Theft
SEX CRIMES,SAN DIEGO,INDECENT EXPOSURE (M),7/9/2021 1:07,2200  BLOCK KETTNER BOULEVARD,92101,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,DISORD CONDUCT:PEEK INTO INHABITED BUILDING (Peeping) (M),3/19/2021 23:59,800  BLOCK MONTEREY COURT,92109,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/10/2021 5:49,4700  BLOCK UNIVERSITY AVENUE,92105,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/12/2021 0:40,1600  BLOCK 06TH AVENUE,92101,SAN DIEGO,Theft
BURGLARY,LA MESA,BURGLARY (RESIDENTIAL) (F),7/13/2021 8:00,7200  BLOCK MELODY LANE,91942,LA MESA,Theft
BURGLARY,OCEANSIDE,BURGLARY (RESIDENTIAL) (F),4/25/2021 17:00,1300 S  BLOCK PACIFIC STREET,92054,OCEANSIDE,Theft
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),7/1/2021 11:38,4400  BLOCK 41ST STREET,92116,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/27/2021 3:30,1800  BLOCK VIA ENCANTADORAS,92173,SOUTH BAY,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),3/30/2021 22:23,5800  BLOCK COPLEY DRIVE,92111,SAN DIEGO,Theft
BURGLARY,LA MESA,BURGLARY (COMMERCIAL) (F),5/17/2021 18:00,4400  BLOCK PARKS AVENUE,91941,LA MESA,Theft
BURGLARY,OCEANSIDE,BURGLARY (COMMERCIAL) (F),5/27/2021 5:31,3900  BLOCK BAJA VISTA DRIVE,92058,OCEANSIDE,Theft
